user_id,total_messages,toxic_messages,avg_toxicity,user_profile,join_days_ago
borderline_354,9,0,0.04074074162377252,borderline,29
borderline_355,5,0,0.0,borderline,24
borderline_356,4,0,0.0,borderline,78
borderline_357,10,0,0.0,borderline,19
borderline_358,19,1,0.0937621840520909,borderline,75
borderline_359,12,1,0.15026041741172472,borderline,77
borderline_36,10,0,0.05930817723274231,borderline,27
borderline_360,13,0,0.03898931258859543,borderline,71
borderline_361,11,2,0.21047002348032864,borderline,50
borderline_362,11,1,0.18181818588213486,borderline,13
borderline_363,9,1,0.12222222487131755,borderline,57
borderline_364,7,0,0.0,borderline,69
borderline_365,14,1,0.16190476343035698,borderline,69
borderline_366,12,0,0.030555556217829388,borderline,14
borderline_367,15,3,0.15011905034383138,borderline,40
borderline_368,14,0,0.05952381023338863,borderline,35
borderline_369,15,0,0.04691358009974162,borderline,45
borderline_37,12,2,0.10072463750839233,borderline,20
borderline_370,13,1,0.10290148625007042,borderline,11
borderline_371,19,7,0.2865000790671298,borderline,14
borderline_372,9,1,0.1259259300099479,borderline,88
borderline_373,12,3,0.24663743004202843,borderline,19
borderline_374,15,2,0.16261905133724214,borderline,52
borderline_375,17,3,0.18921568726792054,borderline,70
borderline_376,10,0,0.0800000011920929,borderline,35
borderline_377,14,1,0.13147321662732533,borderline,52
borderline_378,11,2,0.1859848445112055,borderline,71
borderline_379,11,2,0.1408846527338028,borderline,78
borderline_38,7,0,0.07142857142857142,borderline,67
borderline_380,10,1,0.12000000178813934,borderline,50
borderline_381,18,0,0.031481482088565826,borderline,48
borderline_382,15,1,0.08083333472410838,borderline,82
borderline_383,13,2,0.15124024680027595,borderline,61
borderline_384,9,1,0.1256172839138243,borderline,44
borderline_385,14,1,0.07832080338682447,borderline,10
borderline_386,7,1,0.22176870490823472,borderline,69
borderline_387,13,1,0.10045249129717167,borderline,38
borderline_388,7,0,0.10952381151063102,borderline,48
borderline_389,14,1,0.1300090833434037,borderline,53
borderline_39,11,1,0.1090909093618393,borderline,44
borderline_390,12,1,0.07500000298023224,borderline,70
borderline_391,13,4,0.25401800870895386,borderline,77
borderline_392,12,0,0.13888888992369175,borderline,66
borderline_393,17,2,0.12156862765550613,borderline,44
borderline_394,7,2,0.19696969645363943,borderline,45
borderline_395,13,1,0.09790823551324698,borderline,57
borderline_396,15,3,0.15390191872914633,borderline,62
borderline_397,11,2,0.21212121573361484,borderline,63
borderline_398,14,2,0.1449404784611293,borderline,36
borderline_399,6,0,0.016666666915019352,borderline,55
borderline_4,13,1,0.1218934953212738,borderline,36
borderline_40,16,2,0.15833333507180214,borderline,33
borderline_400,9,2,0.17027080886893803,borderline,69
borderline_401,8,0,0.09879032149910927,borderline,87
borderline_402,7,0,0.09523809594767434,borderline,38
borderline_403,10,3,0.2790625013411045,borderline,7
borderline_404,10,0,0.07363636419177054,borderline,10
borderline_405,14,1,0.07142857408949307,borderline,9
borderline_406,16,2,0.15641891863197088,borderline,24
borderline_407,13,2,0.21844946764982665,borderline,73
borderline_408,14,2,0.11904762365988322,borderline,21
borderline_409,14,1,0.08644314961774009,borderline,70
borderline_41,14,1,0.09047619040523257,borderline,60
borderline_410,10,0,0.06000000089406967,borderline,22
borderline_411,9,1,0.12962963018152449,borderline,31
borderline_412,12,2,0.18940886855125427,borderline,29
borderline_413,18,3,0.11977692196766536,borderline,41
borderline_414,9,0,0.0666666676600774,borderline,76
borderline_415,17,6,0.2451082310255836,borderline,16
borderline_416,13,1,0.1082995946590717,borderline,27
borderline_417,19,1,0.09044834344010604,borderline,11
borderline_418,18,1,0.11955070081684324,borderline,52
borderline_419,12,1,0.14397363488872847,borderline,8
borderline_42,8,2,0.1613636389374733,borderline,51
borderline_420,12,0,0.043750000496705375,borderline,16
borderline_421,15,1,0.08592592676480611,borderline,40
borderline_422,11,0,0.031168832020326095,borderline,12
borderline_423,15,0,0.06666666766007741,borderline,74
borderline_424,10,1,0.17960784137248992,borderline,58
borderline_425,14,1,0.1026504955121449,borderline,83
borderline_426,12,1,0.08499999903142452,borderline,64
borderline_427,12,3,0.25642563340564567,borderline,60
borderline_428,14,0,0.05714285799435207,borderline,38
borderline_429,11,1,0.09999999810348857,borderline,11
borderline_43,12,1,0.12971262633800507,borderline,57
borderline_430,9,0,0.08518518838617535,borderline,80
borderline_431,9,1,0.1380952431095971,borderline,32
borderline_432,19,5,0.2706823011762218,borderline,86
borderline_433,15,2,0.13939571529626846,borderline,29
borderline_434,7,1,0.09307358946119036,borderline,85
borderline_435,14,0,0.07619047697101321,borderline,58
borderline_436,11,1,0.19472141089764508,borderline,88
borderline_437,11,1,0.18795853311365301,borderline,67
borderline_438,10,2,0.20389606356620787,borderline,70
borderline_439,11,0,0.01515151560306549,borderline,80
borderline_44,17,2,0.1541074680931428,borderline,35
borderline_440,16,2,0.14713541697710752,borderline,75
borderline_441,18,1,0.08472222338120143,borderline,66
borderline_442,18,4,0.1946969735953543,borderline,50
borderline_443,17,3,0.1478991613668554,borderline,12
borderline_444,12,0,0.0,borderline,60
borderline_445,13,0,0.07534883801753703,borderline,84
borderline_446,10,1,0.12000000327825547,borderline,64
borderline_447,18,2,0.08228663686248991,borderline,47
borderline_448,14,0,0.03333333453961781,borderline,7
borderline_449,14,0,0.011904762259551458,borderline,65
borderline_45,10,0,0.03333333432674408,borderline,77
borderline_450,10,0,0.09000000208616257,borderline,26
borderline_451,10,3,0.2754454046487808,borderline,45
borderline_452,8,1,0.20984848402440548,borderline,11
borderline_453,8,1,0.13825757429003716,borderline,13
borderline_454,17,2,0.16009538927498987,borderline,14
borderline_455,17,2,0.13137254995458267,borderline,28
borderline_456,11,0,0.048741836481812316,borderline,35
borderline_457,15,1,0.05555555423100789,borderline,20
borderline_458,12,1,0.10000000273187955,borderline,58
borderline_459,11,1,0.1388474933125756,borderline,40
borderline_46,13,2,0.19779268560859448,borderline,60
borderline_460,19,2,0.15500121759740929,borderline,84
borderline_461,8,1,0.14999999850988388,borderline,46
borderline_462,7,2,0.24304511930261338,borderline,64
borderline_463,11,2,0.1891774914481423,borderline,29
borderline_464,11,1,0.09614325111562555,borderline,31
borderline_465,9,2,0.26250000132454765,borderline,67
borderline_466,17,4,0.22541663839536555,borderline,25
borderline_467,24,3,0.1291939883182446,borderline,68
borderline_468,16,2,0.15208333358168602,borderline,56
borderline_469,13,0,0.09390159667684482,borderline,47
borderline_47,12,0,0.041666666666666664,borderline,41
borderline_470,17,0,0.06666666795225705,borderline,85
borderline_471,10,1,0.12588235288858413,borderline,68
borderline_472,9,0,0.07407407628165351,borderline,43
borderline_473,14,2,0.2271103369338172,borderline,86
borderline_474,12,2,0.1666666679084301,borderline,45
borderline_475,7,0,0.0,borderline,25
borderline_476,10,1,0.08743589967489243,borderline,8
borderline_477,9,1,0.12222222487131755,borderline,56
borderline_478,11,3,0.21565239266915756,borderline,43
borderline_479,11,0,0.05151515250856226,borderline,51
borderline_48,9,1,0.18888889087571037,borderline,51
borderline_480,14,0,0.08289241790771484,borderline,59
borderline_481,14,1,0.1235880431319986,borderline,47
borderline_482,14,0,0.10952381151063102,borderline,79
borderline_483,11,1,0.06363636255264282,borderline,82
borderline_484,11,2,0.13110048120672052,borderline,20
borderline_485,16,2,0.10511363670229912,borderline,57
borderline_486,20,4,0.15638157799839975,borderline,64
borderline_487,14,2,0.15476190830980027,borderline,36
borderline_488,15,1,0.08666666845480601,borderline,55
borderline_489,13,2,0.16973689313118273,borderline,55
borderline_49,8,0,0.0,borderline,77
borderline_490,13,1,0.08630786721522991,borderline,27
borderline_491,17,4,0.17352941106347478,borderline,43
borderline_492,11,1,0.06693017076362263,borderline,54
borderline_493,15,0,0.03333333333333333,borderline,12
borderline_494,10,0,0.0,borderline,19
borderline_495,15,1,0.11971864451964696,borderline,84
borderline_496,12,1,0.10555555547277133,borderline,46
borderline_497,14,4,0.17779004041637694,borderline,38
borderline_498,14,1,0.10952381363936833,borderline,35
borderline_499,14,1,0.09831932932138443,borderline,19
borderline_5,10,1,0.1455555573105812,borderline,81
borderline_50,15,0,0.04444444527228673,borderline,31
borderline_500,15,2,0.16146396497885387,borderline,63
borderline_501,14,3,0.21629072725772858,borderline,17
borderline_502,8,1,0.11666667088866234,borderline,77
borderline_503,17,3,0.16863188585814307,borderline,40
borderline_504,13,3,0.16153846222620744,borderline,71
borderline_505,7,0,0.023809524519102915,borderline,79
borderline_506,10,1,0.1133333332836628,borderline,32
borderline_507,9,0,0.018518519070413377,borderline,67
borderline_508,14,1,0.10612245116915021,borderline,44
borderline_509,13,0,0.07692307921556327,borderline,67
borderline_51,9,0,0.022222222553359136,borderline,53
borderline_510,10,0,0.03333333432674408,borderline,84
borderline_511,11,3,0.2189792665568265,borderline,31
borderline_512,13,0,0.10512820803202114,borderline,31
borderline_513,16,3,0.2049142438918352,borderline,67
borderline_514,18,1,0.10555555837021934,borderline,50
borderline_515,15,2,0.15966832935810088,borderline,18
borderline_516,19,3,0.1135761957419546,borderline,20
borderline_517,11,1,0.06477272510528564,borderline,47
borderline_518,18,2,0.07060185405943128,borderline,9
borderline_519,14,3,0.1881845242210797,borderline,38
borderline_52,13,2,0.13052528064984542,borderline,89
borderline_520,9,1,0.1074074109395345,borderline,73
borderline_521,19,0,0.052631580515911706,borderline,78
borderline_522,13,1,0.08974359241815713,borderline,88
borderline_523,10,1,0.06000000238418579,borderline,72
borderline_524,10,1,0.14166666716337203,borderline,43
borderline_525,15,3,0.19471899569034576,borderline,73
borderline_526,19,1,0.05964912395728262,borderline,10
borderline_527,10,1,0.2266666665673256,borderline,60
borderline_528,13,2,0.12013813738639538,borderline,14
borderline_529,13,1,0.06666666613175319,borderline,83
borderline_53,12,0,0.016666666915019352,borderline,70
borderline_530,9,1,0.18148148556550345,borderline,70
borderline_531,10,0,0.05904203355312347,borderline,19
borderline_532,12,2,0.1861111136774222,borderline,42
borderline_533,12,2,0.1750875674188137,borderline,61
borderline_534,14,0,0.0378183839576585,borderline,30
borderline_535,15,2,0.17909604807694754,borderline,89
borderline_536,14,1,0.06841269933751651,borderline,23
borderline_537,11,2,0.1616313552314585,borderline,71
borderline_538,11,1,0.06658692116087134,borderline,56
borderline_539,12,2,0.137055343662117,borderline,60
borderline_54,12,1,0.15555555621782938,borderline,32
borderline_540,10,2,0.2542857155203819,borderline,7
borderline_541,15,1,0.12299517194430033,borderline,56
borderline_542,10,0,0.10466666668653488,borderline,39
borderline_543,10,2,0.16518519073724747,borderline,24
borderline_544,13,2,0.1812758491589473,borderline,76
borderline_545,8,2,0.17780054919421673,borderline,51
borderline_546,15,0,0.07777777810891469,borderline,62
borderline_547,15,0,0.06888889123996099,borderline,27
borderline_548,8,0,0.0833333358168602,borderline,57
borderline_549,11,1,0.10918560759587721,borderline,28
borderline_55,12,1,0.09166666989525159,borderline,53
borderline_550,16,3,0.1420621508732438,borderline,69
borderline_551,15,1,0.10527777671813965,borderline,61
borderline_552,20,4,0.23312500007450582,borderline,53
borderline_553,18,1,0.07407407628165351,borderline,11
borderline_554,16,1,0.11428372282534838,borderline,12
borderline_555,14,1,0.06369047824825559,borderline,54
borderline_556,10,0,0.03333333432674408,borderline,73
borderline_557,9,2,0.20324074394173092,borderline,89
borderline_558,13,0,0.05641025763291579,borderline,88
borderline_559,15,1,0.0644444465637207,borderline,69
borderline_56,12,1,0.10833333681027095,borderline,36
borderline_560,18,2,0.14153834018442366,borderline,89
borderline_561,17,1,0.04705882291583454,borderline,46
borderline_562,12,0,0.08055555696288745,borderline,73
borderline_563,19,3,0.1262083802568285,borderline,82
borderline_564,16,3,0.26118798833340406,borderline,33
borderline_565,11,2,0.2336088161576878,borderline,64
borderline_566,12,3,0.1822916679084301,borderline,84
borderline_567,16,2,0.1649371087551117,borderline,55
borderline_568,9,1,0.12362362609969245,borderline,42
borderline_569,12,2,0.13174603382746378,borderline,73
borderline_57,11,0,0.1393939419226213,borderline,8
borderline_570,14,0,0.10177982917853765,borderline,68
borderline_571,11,0,0.041856061328541146,borderline,77
borderline_572,17,1,0.07960784259964437,borderline,60
borderline_573,8,1,0.11250000447034836,borderline,46
borderline_574,8,0,0.03750000149011611,borderline,81
borderline_575,17,4,0.205602245295749,borderline,42
borderline_576,11,1,0.14025974138216538,borderline,30
borderline_577,10,0,0.07000000178813934,borderline,58
borderline_578,13,1,0.119646083850127,borderline,46
borderline_579,11,0,0.06969697096131065,borderline,82
borderline_58,7,1,0.07335907220840454,borderline,15
borderline_580,12,1,0.10754273335138957,borderline,54
borderline_581,5,1,0.15225225389003755,borderline,26
borderline_582,18,5,0.22789724429862368,borderline,44
borderline_583,12,0,0.027777778605620067,borderline,11
borderline_584,12,0,0.030555556217829388,borderline,11
borderline_585,19,2,0.09627192977227662,borderline,84
borderline_586,18,3,0.17152033332321379,borderline,48
borderline_587,12,1,0.13472222288449606,borderline,44
borderline_588,13,2,0.14348215896349686,borderline,55
borderline_589,13,2,0.12051282192652042,borderline,45
borderline_59,8,1,0.16666666511446238,borderline,8
borderline_590,10,0,0.07333333492279052,borderline,66
borderline_591,18,3,0.23153935290045208,borderline,74
borderline_592,17,1,0.0917450357673635,borderline,23
borderline_593,11,2,0.16758658533746545,borderline,26
borderline_594,19,4,0.16261808887908333,borderline,14
borderline_595,13,0,0.015384615613864016,borderline,22
borderline_596,11,2,0.14494949579238892,borderline,32
borderline_597,8,0,0.09722222294658422,borderline,22
borderline_598,11,1,0.11401515250856226,borderline,51
borderline_599,10,0,0.05,borderline,89
borderline_6,12,2,0.10000000397364299,borderline,80
borderline_60,18,1,0.1259259283542633,borderline,66
borderline_600,18,2,0.151157408952713,borderline,75
borderline_601,17,1,0.1325863687431111,borderline,57
